,Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
13969,Fallstar,Cloud Chamber,38.0,0.32,0.887,-5.11,1,0.0509,6.64e-05,0.348,0.431,175.088,255857.0,4,8
13978,DAMN NATION,Race to the End,41.0,0.532,0.925,-3.509,1,0.0341,3.5e-05,0.112,0.563,95.019,232421.0,4,8
13979,Ozzy Osbourne,Mr. Crowley,64.0,0.307,0.748,-6.514,0,0.0568,0.212,0.368,0.347,108.227,302648.0,4,8
13981,Unprocessed,Abandoned,44.0,0.568,0.877,-7.043,0,0.0526,0.00357,0.125,0.172,108.524,327373.0,4,8
13999,Limp Bizkit,Nookie,67.0,0.573,0.929,-5.996,1,0.082,0.00218,0.718,0.284,97.57,289560.0,4,8
14002,Kalandra,Slow Motion,34.0,0.443,0.332,-11.102,0,0.0346,0.496,0.0773,0.117,158.946,319292.0,3,8
14006,Bring Me The Horizon,Happy Song,67.0,0.295,0.924,-3.407,1,0.0678,4.02e-05,0.377,0.219,171.941,239387.0,4,8
14012,Dream State,Monsters,47.0,0.47,0.862,-5.494,0,0.112,0.00504,0.059,0.473,162.226,222836.0,4,8
14032,Dope,Rebel Yell,51.0,0.323,0.947,-4.234,0,0.0912,0.000102,0.272,0.311,166.98,245053.0,4,8
14065,Wear Your Wounds,Shrinking Violet,26.0,0.398,0.667,-6.956,0,0.0412,0.00147,0.203,0.229,105.029,331016.0,3,8
14075,(Hed) P.E.,Renegade,44.0,0.438,0.947,-3.481,1,0.148,0.000927,0.355,0.368,174.007,209040.0,4,8
14079,Alter Bridge,Blackbird,57.0,0.279,0.806,-4.714,0,0.0448,0.00499,0.116,0.132,149.463,478133.0,3,8
14084,Gaerea,Conspiranoia,31.0,0.179,0.978,-3.128,0,0.124,2.73e-06,0.283,0.0393,134.975,554893.0,4,8
14108,Limp Bizkit,Break Stuff,74.0,0.432,0.884,-6.659,1,0.13,0.0127,0.166,0.624,108.948,166707.0,4,8
14130,Ulver,I Troldskog Faren Vild,40.0,0.149,0.908,-7.941,0,0.0862,1.71e-05,0.0713,0.147,143.237,471280.0,3,8
14137,Interlinked,Signals - Instrumental,21.0,0.476,0.458,-17.361,1,0.0428,0.00107,0.112,0.274,115.704,232542.0,4,8
14159,Shields,It's Killing Me,28.0,0.432,0.988,-4.219,0,0.159,5.6e-05,0.373,0.106,130.035,234048.0,4,8
14169,Mezmerized,Rage,35.0,0.535,0.865,-5.669,0,0.053,4.77e-05,0.149,0.218,96.535,232850.0,4,8
14182,Alice Cooper,Might As Well Be On Mars,42.0,0.386,0.713,-9.186,1,0.0427,0.0919,0.276,0.11,135.844,428427.0,4,8
14189,Frozen Crown,Embrace The Night,39.0,0.515,0.954,-4.247,1,0.0631,3.39e-05,0.293,0.308,130.038,304973.0,4,8
14207,Equilibrium,Renegades - A Lost Generation,51.0,0.465,0.957,-5.959,0,0.081,0.000111,0.254,0.309,113.075,272267.0,4,8
14216,Seventh Crystal,Broken Mirror,26.0,0.477,0.721,-5.342,0,0.0274,0.00663,0.113,0.137,85.986,238373.0,4,8
14225,Annihilator,Phoenix Rising,47.0,0.598,0.76,-5.822,0,0.0295,0.0107,0.343,0.164,120.488,228547.0,4,8
14231,Kiko Loureiro,Imminent Threat,33.0,0.323,0.932,-4.794,0,0.122,6.66e-05,0.147,0.153,160.102,316520.0,4,8
14242,Crypta,Starvation,31.0,0.476,0.994,-5.142,1,0.126,2.44e-06,0.798,0.14,121.922,256213.0,4,8
14254,Clawfinger,Biggest & The Best - Remastered version,47.0,0.551,0.918,-5.205,1,0.0642,0.015,0.093,0.6,170.399,231720.0,4,8
14258,The Absence,Coffinized,23.0,0.49,0.965,-6.039,0,0.102,4.75e-06,0.873,0.0492,120.023,258000.0,4,8
14259,PIG,Prey & Obey,38.0,0.543,0.937,-4.608,1,0.073,0.000206,0.112,0.626,124.056,286975.0,4,8
14264,Mugshot,Violent Ends,26.0,0.232,0.963,-3.295,0,0.131,5.57e-05,0.327,0.236,165.431,166902.0,4,8
14273,Stone Sour,Through Glass,72.0,0.545,0.753,-4.618,0,0.036,0.0417,0.389,0.434,105.754,282947.0,4,8
14275,At Vance,Only Human,39.0,0.402,0.971,-2.593,1,0.0631,0.000662,0.19,0.299,169.998,315693.0,4,8
14290,Manowar,Kings of Metal,57.0,0.575,0.881,-13.012,1,0.0357,0.000117,0.147,0.699,132.127,223867.0,4,8
14291,Sodom,Indoctrination,23.0,0.448,0.967,-6.563,0,0.0527,1.79e-05,0.31,0.494,99.977,190773.0,4,8
14293,Napoleon,Above & Below - Instrumental,35.0,0.203,0.978,-5.357,1,0.0754,4.56e-05,0.11,0.505,191.983,259827.0,4,8
14311,Emigrate,My World,48.0,0.44,0.975,-5.619,1,0.0803,3.1e-05,0.405,0.125,84.037,257493.0,4,8
14360,Motörhead,Ramones,44.0,0.387,0.959,-6.317,1,0.0415,0.138,0.567,0.666,118.175,85496.0,4,8
14362,Karnivool,Themata,44.0,0.528,0.926,-5.29,0,0.0886,4.3e-05,0.0788,0.242,93.988,346760.0,4,8
14372,Liquorworks,Then To Hell With You,29.0,0.419,0.894,-5.223,0,0.068,0.0007,0.156,0.16,154.982,442907.0,4,8
14376,Huszar,Providencia III - La Flora Que Crece Alrededor de Nuestras Catedrales,34.0,0.402,0.698,-8.452,0,0.0319,0.542,0.0949,0.0403,95.024,444307.0,4,8
14379,Suicidal Tendencies,Send Me Your Money,40.0,0.409,0.73,-11.394,0,0.0937,7.06e-05,0.33,0.717,105.827,202160.0,1,8
14388,Methods of Mayhem,Get Naked,47.0,0.78,0.919,-4.751,1,0.156,0.0389,0.025,0.902,100.006,201667.0,4,8
14400,An Endless Sporadic,Impulse,43.0,0.513,0.763,-7.425,0,0.057,0.0717,0.164,0.532,100.005,265665.0,4,8
14401,Motörhead,Heroes,56.0,0.464,0.955,-5.55,1,0.0556,0.000194,0.0954,0.312,124.993,277000.0,4,8
14404,Osi And The Jupiter,Appalachia,40.0,0.314,0.311,-8.601,0,0.0333,0.871,0.12,0.175,122.424,239049.0,3,8
14405,H.E.A.T,Dangerous Ground,43.0,0.439,0.975,-3.798,1,0.13,0.000105,0.228,0.645,172.023,246827.0,4,8
14419,Knocked Loose,Deadringer,49.0,0.396,0.954,-5.249,0,0.116,0.000135,0.25,0.329,157.456,180097.0,4,8
14423,Insanity Alert,All Mosh / No Brain,32.0,0.309,0.805,-6.696,1,0.103,1.3e-05,0.334,0.593,142.409,92613.0,4,8
14427,Accept,Life's a Bitch,52.0,0.612,0.822,-6.418,1,0.0428,0.000719,0.14,0.686,128.018,226093.0,4,8
14430,Tribulation,Funeral Pyre,30.0,0.29,0.994,-5.428,0,0.0686,0.000558,0.415,0.0707,164.109,262280.0,4,8
14448,Slomosa,There is Nothing New Under the Sun,34.0,0.46,0.756,-9.251,0,0.0426,0.0371,0.645,0.552,152.059,237424.0,4,8
14452,Arcadia's Fate,The Only Man on Earth,22.0,0.467,0.901,-4.024,0,0.0755,0.00045,0.411,0.223,91.979,206087.0,4,8
14459,Kyuss,Green Machine,55.0,0.497,0.947,-8.802,1,0.0391,8.21e-05,0.118,0.588,90.371,217907.0,4,8
14464,Trivium,Dying in Your Arms,51.0,0.446,0.933,-3.605,0,0.0537,2.55e-05,0.085,0.753,159.961,173160.0,4,8
14511,Reb Beach,Aurora Borealis,5.0,0.389,0.926,-3.696,1,0.0798,0.0131,0.345,0.419,117.857,285504.0,4,8
14524,Powerwolf,Werewolves of Armenia - Rerecorded Version,48.0,0.425,0.938,-6.223,1,0.0917,0.00254,0.207,0.151,146.01,255238.0,4,8
14542,Hyro The Hero,Legendary (feat. Brandon Saller of Atreyu),47.0,0.458,0.937,-6.622,1,0.272,0.00111,0.394,0.366,160.231,238800.0,4,8
14545,Dark Funeral,Open the Gates,33.0,0.069,0.98,-7.628,1,0.128,5.9e-06,0.3,0.0388,196.167,274093.0,4,8
14551,Marduk,Serpent Sermon,30.0,0.307,0.778,-6.059,0,0.118,0.000301,0.199,0.037,110.421,278400.0,4,8
14566,Gyze,Voyage of the Future,39.0,0.225,0.948,-1.719,0,0.0865,1.37e-06,0.148,0.247,170.035,313984.0,4,8
14567,Circle of Dust,Contagion,40.0,0.565,0.977,-3.326,1,0.041,0.000118,0.318,0.168,99.996,325200.0,4,8
14578,END,Pariah,39.0,0.182,0.911,-3.404,1,0.0556,6.87e-06,0.299,0.323,138.149,209940.0,4,8
14585,Hedningarna,Räven,46.0,0.591,0.564,-11.03,1,0.0427,0.0126,0.11,0.405,147.22,292773.0,4,8
14586,Sleep Waker,Melatonin,42.0,0.412,0.97,-3.309,1,0.258,0.000981,0.115,0.251,174.978,208486.0,4,8
14612,Icon For Hire,Brittle,53.0,0.623,0.881,-4.633,0,0.0511,0.00247,0.132,0.238,145.975,208500.0,4,8
14655,TOOL,Forty Six & 2,67.0,0.375,0.682,-6.898,0,0.0364,0.00152,0.0897,0.396,159.23,363067.0,4,8
14662,Dream Theater,Paralyzed,44.0,0.465,0.936,-5.05,1,0.138,8.84e-05,0.0661,0.461,82.006,257800.0,4,8
14667,Born Of Osiris,The Accursed,39.0,0.381,0.975,-5.725,1,0.219,0.023,0.276,0.103,196.052,206750.0,4,8
14669,The Acacia Strain,Solace and Serenity,34.0,0.523,0.982,-4.795,1,0.0962,3.47e-05,0.095,0.123,121.994,277324.0,4,8
14684,I Am Haunted,Curses,33.0,0.401,0.973,-2.985,0,0.178,0.000733,0.15,0.316,104.401,208955.0,4,8
14688,Angra,Wuthering Heights,50.0,0.503,0.681,-4.76,1,0.035,0.359,0.384,0.402,119.861,279933.0,4,8
14700,Shining,Svart Industriell Olycka,29.0,0.274,0.924,-8.275,0,0.0783,7.53e-06,0.167,0.0397,63.665,485880.0,3,8
14716,Gemini Five,You Spin Me Round (Like A Record),40.0,0.518,0.95,-3.638,1,0.0403,0.000299,0.202,0.792,141.029,224507.0,4,8
14721,HAWK,Clvrmfkr,32.0,0.288,0.99,-3.656,0,0.319,4.59e-05,0.555,0.449,73.016,222238.0,4,8
14722,Five Finger Death Punch,Bad Company,65.0,0.557,0.886,-4.196,0,0.0498,0.000595,0.0904,0.17,114.025,262440.0,4,8
14725,Unearth,My Will Be Done,46.0,0.219,0.921,-5.663,1,0.0787,1.37e-05,0.123,0.535,166.307,217133.0,4,8
14734,Accept,Fast As A Shark,47.0,0.431,0.95,-11.399,1,0.117,0.000109,0.232,0.162,140.05,228667.0,4,8
14742,Insanity Alert,Shredator,21.0,0.361,0.947,-7.319,1,0.174,3.47e-05,0.338,0.383,91.167,118014.0,4,8
14751,NOTHX,Rigged,28.0,0.526,0.955,-4.179,1,0.0853,0.00194,0.309,0.262,102.517,284195.0,4,8
14754,Body Count,Body Count's in the House,49.0,0.478,0.953,-7.294,1,0.0892,0.0328,0.597,0.407,96.622,204200.0,4,8
14755,Caliban,Nichts ist für immer,44.0,0.494,0.966,-6.132,1,0.052,3.91e-05,0.193,0.292,140.068,226150.0,4,8
14794,Lacuna Coil,Enjoy the Silence - cover version,57.0,0.503,0.667,-6.831,0,0.0285,0.000984,0.229,0.101,113.018,245573.0,4,8
14829,Heilung,Norupo,53.0,0.377,0.402,-8.564,1,0.0295,0.536,0.117,0.0415,159.819,257972.0,4,8
14832,Killing Joke,The Death & Resurrection Show,42.0,0.566,0.939,-6.289,1,0.0862,0.00173,0.106,0.346,100.011,416187.0,4,8
14834,Skarlett Riot,Breaking the Habit,40.0,0.524,0.945,-3.941,0,0.0511,0.000104,0.165,0.105,142.052,249313.0,4,8
14867,Vokonis,Through the Depths (Single Edit),26.0,0.344,0.856,-5.861,0,0.0397,3.17e-06,0.388,0.275,119.913,295720.0,4,8
14870,Ursus,Self Affliction,5.0,0.363,0.976,-3.902,1,0.106,1.59e-05,0.332,0.298,175.062,243066.0,4,8
14877,Mondo Generator,"So High, So Low",34.0,0.538,0.863,-6.123,0,0.139,0.00495,0.314,0.606,127.618,155067.0,4,8
14928,September Mourning,Wake The Dead,41.0,0.261,0.963,-2.514,1,0.124,1.72e-05,0.305,0.361,113.742,206823.0,5,8
14938,Liv Sin,Slave to the Machine,38.0,0.596,0.909,-4.3,0,0.085,0.000224,0.0799,0.602,134.955,218820.0,4,8
14958,Absu,Pillars Of Mercy,30.0,0.269,0.993,-6.664,1,0.0866,0.00134,0.129,0.161,145.99,261693.0,4,8
14959,Eradicate Me,Asymmetry,24.0,0.366,0.994,-2.364,1,0.166,0.00191,0.356,0.111,160.094,193375.0,4,8
14987,Brothers of Metal,Njord,50.0,0.505,0.855,-7.386,1,0.0532,0.000713,0.0881,0.435,100.039,230319.0,4,8
15006,DON BROCO,Manchester Super Reds No.1 Fan,55.0,0.408,0.967,-3.133,1,0.361,0.0104,0.0354,0.277,99.788,217619.0,4,8
15016,Egypt Central,Hunted,47.0,0.355,0.942,-3.374,0,0.108,9.87e-05,0.33,0.397,195.022,173399.0,3,8
15024,Within Temptation,Faster,59.0,0.505,0.932,-2.894,0,0.0412,0.00115,0.135,0.486,120.008,263973.0,4,8
15026,Another Now,Trojan,38.0,0.533,0.972,-5.913,0,0.254,0.00041,0.336,0.117,130.071,196880.0,4,8
15027,ColdWorld,This Empty Life,26.0,0.17,0.816,-8.977,0,0.124,0.482,0.101,0.035,118.889,439974.0,4,8
15028,Necrophobic,The Infernal Depths of Eternity,28.0,0.175,0.972,-5.193,1,0.101,3.95e-06,0.131,0.16,135.044,453733.0,4,8
15032,Stone Sour,30/30-150,5.0,0.512,0.919,-4.581,1,0.0894,4.03e-05,0.0899,0.602,163.044,258067.0,4,8
15034,Eyes Set To Kill,Find Our Way,45.0,0.578,0.826,-7.537,1,0.0405,2.16e-05,0.188,0.376,110.049,209498.0,4,8
15052,Tides From Nebula,Paratyphoid Fever,35.0,0.411,0.801,-7.006,1,0.0587,0.00111,0.0901,0.0723,105.051,397613.0,4,8
15058,Arrival Of Autumn,Witness,34.0,0.492,0.98,-4.507,1,0.102,0.000242,0.589,0.372,135.003,231840.0,4,8
15062,Black Paisley,Save the Best,27.0,0.432,0.777,-6.229,0,0.0354,2.38e-05,0.319,0.413,145.011,233468.0,4,8
15090,Mastodon,Just Got Paid,32.0,0.436,0.951,-4.332,1,0.0561,0.00123,0.509,0.612,95.999,213813.0,4,8
15099,Cellar Darling,DANCE,36.0,0.332,0.715,-7.809,0,0.0429,0.0272,0.125,0.111,138.768,648692.0,4,8
15123,Vicky Psarakis,Eyes Of The World,38.0,0.451,0.926,-6.604,0,0.0576,0.00114,0.2,0.491,111.007,232373.0,4,8
15124,Skid Row,Monkey Business,54.0,0.498,0.901,-6.724,0,0.0511,0.00102,0.104,0.572,96.916,258267.0,4,8
15126,Sevendust,Denial,54.0,0.602,0.907,-5.587,1,0.0522,2.62e-05,0.222,0.461,104.348,258427.0,4,8
15138,Rob Scallon,Gateways,30.0,0.552,0.938,-5.248,1,0.0746,2.98e-06,0.0658,0.287,92.53,188021.0,4,8
15150,Enslaved,Storm Son,35.0,0.2,0.968,-6.191,1,0.14,0.000734,0.0593,0.174,164.978,654427.0,1,8
15164,Arch Echo,Stella,29.0,0.425,0.971,-4.978,1,0.137,0.00715,0.0866,0.445,164.059,327680.0,4,8
15174,Alice In Chains,Them Bones,67.0,0.159,0.946,-5.756,1,0.0629,0.0235,0.387,0.309,165.014,149467.0,1,8
15177,VEXED,Hideous,38.0,0.34,0.983,-3.152,0,0.222,0.000816,0.667,0.0921,159.996,254000.0,3,8
15178,Ghost,Ritual,54.0,0.67,0.864,-5.2,0,0.0526,0.0901,0.119,0.732,132.01,268747.0,4,8
15189,Deathbeds AU,Gods Way is my Way,34.0,0.366,0.985,-3.681,0,0.234,0.00363,0.21,0.0803,160.117,246500.0,4,8
15205,Van Halen,Hot for Teacher - 2015 Remaster,69.0,0.552,0.947,-4.671,1,0.15,0.000652,0.0637,0.465,127.631,282747.0,4,8
15240,W.A.S.P.,Chainsaw Charlie(Murders In The New Morgue),43.0,0.232,0.961,-7.454,0,0.161,3.53e-05,0.157,0.297,154.418,523347.0,4,8
15245,Dead Heat,World At War,28.0,0.27,0.952,-3.642,0,0.0885,6.51e-05,0.2,0.54,89.766,199134.0,4,8
15255,Bruce Dickinson,Tattooed Millionaire - 2001 Remastered Version,40.0,0.53,0.898,-7.516,1,0.039,0.00165,0.3,0.77,130.251,267840.0,4,8
15258,Abigor,Scars In The Landscape Of God,24.0,0.133,0.996,-6.82,1,0.128,0.000402,0.367,0.0307,92.627,373907.0,4,8
15268,Shining,The Last Stand,21.0,0.412,0.987,-2.974,0,0.127,1.67e-05,0.204,0.239,134.965,257107.0,4,8
15269,Deathstars,Blitzkrieg,42.0,0.491,0.949,-4.428,1,0.0853,0.000191,0.109,0.316,139.988,246160.0,4,8
15274,Inquisition,A Glorious Shadow from Fire and Ashes,29.0,0.371,0.994,-5.875,0,0.115,2.86e-06,0.173,0.0322,119.998,386077.0,3,8
15280,Great American Ghost,Altar of Snakes,29.0,0.339,0.959,-5.181,1,0.0804,0.000156,0.355,0.176,157.75,214399.0,4,8
15290,Warbringer,Living Weapon,41.0,0.336,0.988,-5.357,1,0.2,1.05e-05,0.206,0.15,105.843,261560.0,4,8
15292,Sabaton,Defence of Moscow,69.0,0.483,0.988,-4.835,1,0.0794,0.000455,0.143,0.199,109.986,248992.0,4,8
15298,"Above, Below",Paradise,26.0,0.474,0.992,-2.633,0,0.284,0.00046,0.087,0.0826,125.042,195970.0,4,8
15304,MONO,After You Comes the Flood,30.0,0.148,0.864,-7.92,0,0.0788,5.29e-05,0.0951,0.197,103.573,336514.0,4,8
15321,Ablaze My Sorrow,At the Grave of Giants,24.0,0.506,0.934,-8.391,1,0.0472,5.06e-06,0.357,0.486,109.986,283500.0,4,8
15326,Ghost,Dance Macabre,59.0,0.619,0.696,-6.269,0,0.0315,1.89e-05,0.38,0.727,125.986,219720.0,4,8
15331,Volga,Sister,31.0,0.555,0.662,-8.373,1,0.0379,0.102,0.101,0.271,84.875,137520.0,4,8
15332,Cult Leader,To: Achlys,35.0,0.525,0.483,-8.194,1,0.0331,0.00389,0.176,0.0558,110.015,375427.0,4,8
15345,The Devil Wears Prada,Born To Lose,36.0,0.229,0.99,-2.901,1,0.158,0.000189,0.263,0.173,164.892,184773.0,4,8
15358,Orianthi,Sinners Hymn,42.0,0.284,0.948,-2.924,0,0.135,0.000173,0.116,0.218,170.025,246555.0,4,8
15367,Slipknot,Duality,77.0,0.354,0.982,-3.026,0,0.168,0.000237,0.204,0.194,143.772,252613.0,4,8
15383,Ayron Jones,Mercy,55.0,0.238,0.946,-4.054,0,0.126,0.000147,0.166,0.276,158.757,205831.0,4,8
15392,Oceans of Slumber,A Return to the Earth Below,34.0,0.447,0.563,-8.404,1,0.0307,0.0388,0.0879,0.0385,80.017,339120.0,4,8
15407,Emmure,PIGS EAR,49.0,0.434,0.911,-6.89,1,0.11,0.000151,0.357,0.426,139.702,131143.0,4,8
15422,O.R.k.,Kneel to Nothing,29.0,0.384,0.79,-6.104,0,0.0457,0.00518,0.117,0.404,167.989,278227.0,4,8
15426,Sergey Golovin,Charger,32.0,0.526,0.845,-6.424,0,0.0584,1.16e-05,0.0951,0.425,125.986,247262.0,4,8
15431,Monster Magnet,Negasonic Teenage Warhead,50.0,0.46,0.818,-7.945,1,0.0366,4.08e-05,0.0867,0.15,117.817,267933.0,4,8
15433,Darkthrone,Transilvanian Hunger,47.0,0.267,1.0,-4.92,0,0.135,0.016,0.45,0.0215,138.616,369760.0,4,8
15434,Myrkur,House Carpenter,49.0,0.55,0.53,-11.147,0,0.0342,0.809,0.13,0.545,93.927,218112.0,4,8
15452,SKÁLD,Grótti,49.0,0.66,0.836,-10.636,0,0.0335,0.0532,0.357,0.534,89.999,173067.0,4,8
15478,Celldweller,Into the Void,51.0,0.434,0.952,-4.946,1,0.117,3.23e-05,0.173,0.573,194.027,210928.0,4,8
15480,Amplifier,Kaleidoscope,32.0,0.294,0.859,-4.635,0,0.0448,0.00519,0.102,0.368,96.466,350513.0,4,8
15493,Born a New,whentheresnobullettobite,25.0,0.364,0.98,-3.144,1,0.17,9.64e-05,0.0622,0.505,74.987,172312.0,4,8
15494,Numenorean,Adore,40.0,0.345,0.965,-5.701,1,0.0701,1.74e-05,0.15,0.1,136.953,522250.0,4,8
15495,Rainbow,Stargazer,59.0,0.166,0.948,-8.503,0,0.0631,0.00374,0.769,0.476,177.495,506160.0,4,8
15500,W.A.S.P.,I Wanna Be Somebody,61.0,0.285,0.825,-7.049,0,0.0466,0.000826,0.268,0.516,164.611,223533.0,4,8
15503,So It Begins,Fenrir,44.0,0.257,0.984,-2.448,1,0.212,0.000209,0.367,0.139,100.047,272100.0,4,8
15510,Brant Bjork,Automatic Fantastic,46.0,0.625,0.524,-10.965,1,0.046,0.0405,0.122,0.516,125.348,415467.0,4,8
15520,blessthefall,"Hey Baby, Here's That Song You Wanted",60.0,0.199,0.955,-2.774,0,0.111,0.00191,0.098,0.454,184.916,194800.0,4,8
15521,Rammstein,AUSLÄNDER,70.0,0.681,0.912,-4.159,1,0.0912,0.000757,0.359,0.479,125.031,231603.0,4,8
15529,Avalanche Effect,The Veil,38.0,0.426,0.932,-9.138,1,0.0591,0.000138,0.059,0.602,170.048,267000.0,4,8
15551,Dropdead Chaos,HUMANS,24.0,0.363,0.987,-3.849,0,0.236,8.36e-06,0.246,0.202,200.015,290896.0,4,8
15568,ODC,I Don't Know You,40.0,0.421,0.949,-2.215,0,0.0932,0.000189,0.448,0.27,148.048,221988.0,4,8
15589,Tired Violence,"What is Today, But Yesterday's Tomorrow?",30.0,0.462,0.9,-7.393,1,0.051,0.00158,0.376,0.609,155.033,98758.0,4,8
15600,Mr. Big,To Be With You - 2010 Remastered Version,73.0,0.688,0.375,-9.601,1,0.0535,0.286,0.133,0.45,83.635,210480.0,4,8
15602,Sacred Reich,Surf Nicaragua,41.0,0.318,0.963,-4.878,1,0.176,0.000182,0.344,0.358,102.225,280400.0,4,8
15620,pg.lost,Eraser,46.0,0.242,0.87,-6.416,1,0.049,5.21e-06,0.37,0.192,127.01,510240.0,4,8
15630,The Damnnation,Parasite,14.0,0.614,0.929,-5.087,1,0.0337,0.000378,0.168,0.198,109.983,221240.0,4,8
15636,Boundaries,Is Survived By,39.0,0.511,0.937,-5.06,1,0.0755,1.7e-05,0.32,0.197,95.069,178947.0,4,8
15658,Powerman 5000,Free,46.0,0.509,0.928,-2.557,0,0.0508,1.47e-05,0.131,0.49,132.274,222813.0,4,8
15660,Wardruna,Helvegen,60.0,0.234,0.51,-13.398,0,0.0498,0.657,0.545,0.191,100.67,431867.0,4,8
15663,Trivium,Until the World Goes Cold,50.0,0.517,0.887,-7.637,0,0.0732,0.000244,0.151,0.531,166.008,321162.0,4,8
15674,Wake up Frankie,The Outlaw,25.0,0.534,0.887,-6.371,0,0.0606,0.000439,0.394,0.432,126.475,226957.0,4,8
15680,Orchards,Butterfly,46.0,0.587,0.932,-4.697,1,0.0687,0.00257,0.0694,0.564,100.004,207882.0,4,8
15692,Drown in Sulphur,Essence,33.0,0.454,0.9,-6.282,1,0.0866,0.000455,0.226,0.0799,120.005,241250.0,4,8
15699,Dissection,Maha-Kali,45.0,0.571,0.853,-4.733,0,0.0303,3.37e-05,0.0919,0.648,109.019,366333.0,4,8
15708,Marduk,Christraping Black Metal,36.0,0.195,0.983,-4.597,1,0.0773,1.68e-06,0.355,0.0378,93.087,225800.0,4,8
15738,Asynje,Vindr,37.0,0.244,0.371,-13.817,1,0.0444,0.857,0.0644,0.0789,97.799,318213.0,3,8
15742,Wednesday 13,Devil Inside,36.0,0.568,0.89,-7.763,1,0.0446,4.6e-05,0.2,0.835,151.101,314358.0,4,8
15744,ENMY,Demon Eyes,46.0,0.41,0.935,-3.063,1,0.0571,2.31e-05,0.446,0.503,90.964,171758.0,4,8
15746,Deftones,7 Words,53.0,0.431,0.906,-6.13,1,0.0945,0.0001,0.123,0.53,125.459,223893.0,4,8
15768,Immortal,Battles in the North,34.0,0.22,0.985,-4.335,1,0.0813,0.0158,0.296,0.0314,101.328,251797.0,3,8
15792,Junon,Carcosa,31.0,0.447,0.962,-2.378,1,0.0656,2.27e-06,0.328,0.22,125.038,221574.0,4,8
15796,Nytt Land,Valhalla Rising,37.0,0.428,0.42,-12.871,0,0.0355,0.145,0.348,0.107,87.016,420792.0,4,8
15814,Rob Zombie,The Triumph of King Freak (A Crypt of Preservation and Superstition),54.0,0.546,0.919,-5.467,1,0.0568,5.31e-05,0.0833,0.383,99.972,247040.0,4,8
15815,Bloody Hammers,Now the Screaming Starts,37.0,0.456,0.944,-4.458,1,0.0758,0.000136,0.297,0.49,175.026,243689.0,4,8
15816,Hypocrisy,Slippin' Away,41.0,0.364,0.565,-8.793,0,0.0315,0.0005,0.254,0.0583,121.285,312933.0,4,8
15821,Transatlantic,Reaching for the Sky,27.0,0.377,0.871,-6.24,1,0.0467,0.00381,0.762,0.325,131.232,340573.0,4,8
15823,Rob Zombie,Superbeast,64.0,0.518,0.975,-4.425,1,0.0575,0.000136,0.42,0.32,154.059,220267.0,4,8
15825,Bring Me The Horizon,Sleepwalking,63.0,0.4,0.959,-3.258,0,0.103,0.000187,0.231,0.339,149.062,230093.0,4,8
15830,Iron Maiden,Speed of Light,51.0,0.176,0.974,-5.778,0,0.132,0.000419,0.107,0.334,185.491,301746.0,4,8
15835,Black Label Society,Suicide Messiah,54.0,0.359,0.83,-5.723,1,0.0725,0.000217,0.0601,0.205,76.727,347867.0,4,8
15836,Quiet Riot,Cum on Feel the Noize,71.0,0.409,0.92,-5.439,0,0.12,0.00719,0.0823,0.37,145.085,290960.0,4,8
15853,Skarlett Riot,Gravity,46.0,0.477,0.923,-3.163,0,0.0551,0.000462,0.096,0.411,171.999,227478.0,4,8
15885,Celtic Frost,Mexican Radio,46.0,0.245,0.933,-8.148,0,0.0863,3.43e-05,0.0437,0.456,178.555,209000.0,4,8
15890,Red Death,Path of Discipline,16.0,0.445,0.975,-4.149,1,0.0517,9.96e-05,0.297,0.136,109.401,219037.0,4,8
15904,Our Last Night,winter,60.0,0.451,0.937,-4.455,1,0.106,0.000383,0.134,0.524,177.878,175000.0,4,8
15924,Danzig,Blood And Tears,50.0,0.533,0.411,-12.441,1,0.0265,0.012,0.128,0.148,84.049,259627.0,3,8
15929,Alice Cooper,$1000 High Heel Shoes,41.0,0.654,0.822,-3.16,1,0.0949,0.0228,0.11,0.591,108.076,209071.0,4,8
15935,Lords of Black,Into the Black,31.0,0.418,0.929,-4.122,1,0.0539,0.000131,0.245,0.546,170.037,238018.0,4,8
15945,Ozzy Osbourne,No More Tears,67.0,0.346,0.749,-6.506,1,0.035,0.00167,0.648,0.315,102.591,443240.0,4,8
15962,Animals As Leaders,Cafo,50.0,0.399,0.94,-6.686,1,0.0915,1.7e-05,0.348,0.132,154.999,401120.0,3,8
15979,Vulture,Malicious Souls,29.0,0.306,0.935,-7.856,1,0.0611,6.88e-05,0.463,0.364,190.087,197933.0,4,8
15983,Serpents Oath,Malediction,26.0,0.198,0.993,-3.961,0,0.143,3.63e-06,0.0775,0.0398,115.643,286851.0,4,8
15996,National Nightmare,Witch,32.0,0.493,0.937,-3.555,0,0.0884,0.0198,0.103,0.435,155.179,290417.0,4,8
16003,Andrew W.K.,Babalon,44.0,0.169,0.956,-2.94,1,0.0631,0.00127,0.208,0.159,95.249,257240.0,3,8
16010,Bloody Hammers,Hands of the Ripper,30.0,0.538,0.837,-4.498,1,0.0319,5.36e-05,0.158,0.768,130.001,172013.0,4,8
